,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q42A,scores
15651,2,3,2,4,2,3,4,3,4,2,4,4,3,3,3,3,1,4,4,1,59
15652,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,24
15653,1,4,1,2,1,2,1,1,2,1,2,3,3,2,3,1,1,1,3,4,39
15654,2,3,2,2,1,2,1,2,2,3,2,3,4,2,2,2,1,2,2,4,44
15655,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,25
15656,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,27
15657,2,1,1,3,1,1,1,2,1,1,1,2,3,1,2,2,1,1,1,1,29
15658,1,2,1,2,1,1,1,2,1,3,2,2,3,1,1,2,1,1,2,2,32
15659,3,4,4,3,4,4,4,4,3,3,3,4,3,4,4,2,4,4,3,4,71
15660,1,3,1,2,1,1,1,1,3,2,2,1,3,1,1,1,1,1,1,3,31
15661,2,2,2,4,3,2,2,3,3,1,2,2,2,2,2,2,2,2,3,3,46
15662,2,2,4,4,4,4,4,2,4,4,2,3,3,4,4,4,4,4,3,2,67
15663,3,3,3,2,2,2,1,2,2,1,2,1,1,2,1,1,3,1,2,3,38
15664,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,79
15665,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,2,2,40
15666,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,29
15667,1,3,1,1,2,1,1,2,2,2,2,2,2,1,3,1,1,1,2,3,34
15668,2,2,2,1,1,1,2,2,2,3,3,3,3,2,3,1,2,1,4,3,43
15669,3,4,4,4,4,4,4,4,4,2,4,2,4,4,2,1,4,4,3,4,69
15670,3,2,4,3,2,4,3,3,4,2,2,1,2,4,2,3,4,4,3,2,57
15671,3,4,2,3,4,2,1,4,3,1,4,4,4,1,4,1,2,1,2,4,54
15672,2,4,2,3,3,4,3,4,3,3,3,2,4,3,3,3,2,3,3,4,61
15673,2,3,1,2,4,1,1,3,2,1,3,1,1,1,1,2,2,1,2,4,38
15674,1,2,2,2,1,3,2,2,2,1,1,2,2,3,3,1,1,2,3,1,37
15675,2,3,3,3,2,3,2,2,2,2,2,4,2,3,1,1,2,3,4,4,50
15676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,21
15677,3,3,1,2,1,2,1,3,2,1,4,1,3,3,1,1,1,1,1,3,38
15678,1,2,2,2,1,1,2,1,2,3,1,3,2,3,1,1,2,3,2,2,37
15679,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,78
15680,3,4,4,4,4,2,2,4,4,2,4,2,4,3,2,1,4,2,3,4,62
15681,1,2,1,2,3,2,2,1,2,2,2,3,2,1,2,2,1,1,3,2,37
15682,2,3,3,2,2,4,3,2,3,2,3,1,2,3,1,1,4,3,2,3,49
15683,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,2,4,72
15684,2,4,3,4,2,4,4,2,4,1,2,2,1,4,1,4,3,4,4,2,57
15685,1,3,2,2,3,2,1,2,2,1,3,2,1,2,1,1,2,2,2,3,38
15686,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,77
15687,3,4,3,4,4,3,4,2,2,3,3,4,3,4,3,1,3,4,3,4,64
15688,2,1,2,2,4,4,3,2,1,1,1,1,1,2,2,1,3,3,1,2,39
15689,3,4,4,3,3,3,3,4,3,1,3,2,2,3,2,1,3,3,2,4,56
15690,1,2,3,2,1,3,3,2,4,2,1,2,3,3,2,1,2,2,3,4,46
15691,1,2,2,3,1,4,1,1,2,1,1,2,1,3,2,2,1,1,2,4,37
15692,3,4,4,4,3,4,4,2,4,3,4,2,2,4,3,4,4,4,2,2,66
15693,4,3,4,4,4,3,3,3,3,3,4,2,3,4,2,2,3,3,2,4,63
15694,2,3,3,3,1,4,3,1,2,3,1,2,1,4,1,1,3,3,1,4,46
15695,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,27
15696,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,31
15697,2,4,2,3,2,3,1,2,3,1,3,1,1,4,1,1,2,1,1,4,42
15698,2,3,2,2,2,2,2,2,3,2,2,3,3,4,2,2,2,2,2,2,46
15699,2,3,4,4,3,3,4,4,3,2,3,1,1,3,2,2,1,4,2,3,54
15700,2,2,1,3,2,2,1,4,3,4,4,4,2,2,4,2,1,2,2,3,50
15701,3,4,4,4,4,4,3,4,4,2,3,2,4,4,2,3,3,4,3,4,68
15702,2,4,3,2,2,3,3,2,2,2,2,3,2,3,2,1,3,3,3,4,51
15703,1,2,2,2,1,1,1,1,3,1,1,1,2,3,1,1,1,2,3,2,32
15704,3,3,3,3,3,4,4,4,3,4,3,4,3,4,2,2,3,4,3,2,64
15705,3,4,2,3,3,2,2,3,3,1,3,2,3,2,1,1,2,2,2,4,48
15706,1,1,1,1,1,1,1,1,1,3,1,2,4,1,2,2,2,1,3,2,32
15707,3,2,3,4,2,3,2,3,4,1,2,2,2,2,3,2,3,4,2,3,52
15708,2,1,1,2,2,2,1,2,2,2,2,1,3,1,1,1,1,1,4,3,35
15709,3,4,3,4,3,1,3,4,4,1,4,1,2,1,1,1,3,1,2,4,50
15710,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,28
15711,3,2,3,1,2,2,2,2,3,1,2,1,1,2,2,1,2,2,2,3,39
15712,2,2,1,3,3,4,2,3,2,3,3,3,2,3,2,3,3,1,2,2,49
15713,2,2,2,3,2,2,2,2,3,2,2,3,2,1,3,3,1,2,3,2,44
15714,4,1,1,3,3,1,1,3,3,1,2,3,3,2,2,3,2,1,2,3,44
15715,3,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,3,4,74
15716,4,4,4,4,2,4,4,4,4,3,2,1,3,4,1,4,4,4,3,4,67
15717,2,1,1,2,1,1,1,1,2,1,1,3,3,1,2,3,1,1,3,2,33
15718,3,2,4,4,3,4,4,3,4,2,3,3,3,4,3,2,4,4,3,2,64
15719,4,4,4,4,4,4,4,4,3,4,4,2,3,4,2,4,3,4,2,4,71
15720,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,22
15721,2,2,1,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,2,3,35
15722,1,2,1,2,1,2,2,1,2,2,1,4,3,2,3,2,1,1,2,3,38
15723,3,2,3,4,3,2,3,4,3,2,4,2,3,2,1,1,3,3,1,4,53
15724,4,4,4,4,4,4,4,3,4,2,4,4,1,4,1,4,4,4,4,4,71
15725,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4,1,4,4,4,4,71
15726,3,3,4,4,4,3,4,4,4,1,3,1,2,3,1,1,4,4,3,3,59
15727,3,3,4,4,3,4,3,3,4,4,4,3,2,4,3,2,3,4,2,4,66
15728,2,4,2,4,3,2,2,4,4,3,3,2,3,3,2,2,3,3,3,4,58
15729,3,4,3,3,3,4,2,3,4,1,3,1,2,4,1,2,4,4,4,3,58
15730,3,3,2,3,3,2,1,3,2,1,3,3,3,2,3,1,3,2,2,4,49
15731,4,4,2,4,3,3,4,2,4,2,4,1,4,4,1,4,2,2,1,4,59
15732,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,57
15733,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,77
15734,1,1,1,1,3,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,26
15735,2,2,4,4,4,4,4,4,3,4,2,4,4,4,4,2,4,4,4,3,70
15736,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,27
15737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,23
15738,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,23
15739,3,4,4,4,4,3,3,3,4,4,3,3,4,3,3,4,3,3,3,3,68
15740,4,4,2,3,4,3,2,4,4,4,4,2,2,3,3,2,1,2,2,4,59
15741,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,4,74
15742,1,1,1,3,2,1,1,1,2,2,2,2,3,2,1,2,1,1,2,2,33
15743,3,4,4,4,2,4,4,3,3,3,3,2,3,4,4,3,4,4,3,2,66
15744,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,24
15745,1,3,4,3,4,3,4,2,3,4,2,4,4,4,3,3,4,4,4,4,67
15746,4,4,4,4,4,4,4,4,4,1,4,2,3,4,4,1,4,4,3,4,70
15747,3,3,3,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,3,70
15748,2,4,2,2,3,2,1,3,2,2,3,3,2,2,2,1,1,1,3,4,45
15749,1,1,1,3,1,2,2,2,2,1,1,1,3,3,1,3,1,2,1,3,35
15750,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,24
15751,1,2,1,1,2,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,28
15752,3,3,1,4,2,3,3,2,3,2,2,3,1,3,1,3,4,2,2,2,49
15753,2,3,2,2,2,3,1,2,2,2,3,3,1,1,3,2,3,1,2,2,42
15754,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,43
15755,2,3,3,2,4,4,4,3,2,4,3,3,3,3,3,3,4,4,4,3,64
15756,2,3,3,4,2,3,4,3,4,2,3,2,4,4,3,4,3,4,2,2,61
15757,2,2,3,2,2,4,1,2,3,1,2,2,3,4,2,4,3,3,2,3,50
15758,3,4,4,3,3,4,4,3,4,4,4,3,3,4,2,4,4,4,3,4,71
15759,1,4,1,4,2,1,1,3,3,1,3,3,3,2,4,2,1,1,3,3,46
15760,1,3,1,2,1,2,2,2,2,2,2,3,2,2,3,2,1,2,4,4,43
15761,2,2,1,2,1,2,1,1,1,2,2,1,4,2,1,1,1,2,2,2,33
15762,2,2,2,3,1,2,2,3,4,3,2,4,1,3,4,2,3,1,4,2,50
15763,2,1,1,3,1,1,2,1,2,2,1,3,1,2,3,1,1,1,3,2,34
15764,3,3,4,4,4,3,4,3,3,3,4,2,2,4,3,4,3,3,3,3,65
15765,4,1,2,1,4,1,2,4,1,1,4,1,1,1,1,1,3,1,1,1,36
15766,1,1,1,2,2,1,1,2,1,4,3,3,1,1,3,1,1,1,3,1,34
15767,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,31
15768,4,3,4,4,3,4,4,2,3,2,3,1,3,4,3,2,4,4,4,2,63
15769,3,3,2,4,3,1,1,2,3,1,4,2,2,1,2,1,2,1,2,2,42
15770,1,1,1,1,1,1,1,1,1,4,1,3,4,1,3,1,1,1,2,1,31
15771,4,4,3,4,4,3,3,4,4,4,4,3,4,3,3,4,3,3,2,4,70
15772,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,77
15773,4,4,3,4,4,3,3,4,4,4,4,2,3,3,3,4,3,3,3,3,68
15774,2,4,3,3,3,3,2,2,4,2,3,1,2,3,1,2,2,3,1,4,50
15775,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,55
15776,3,2,3,3,2,3,2,3,4,3,2,2,3,3,3,2,3,3,3,3,55
15777,2,3,3,3,3,3,3,2,2,3,3,4,3,3,2,2,3,3,2,3,55
15778,1,1,2,2,2,1,2,2,1,1,1,3,1,1,3,1,2,4,3,1,35
15779,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,3,3,74
15780,1,2,1,2,1,1,1,1,2,1,1,2,3,1,2,1,1,1,2,3,30
15781,2,2,3,3,3,3,3,3,3,3,2,2,3,4,2,3,3,4,3,2,56
15782,4,4,4,4,3,4,4,3,4,2,3,3,3,4,4,4,4,4,4,3,72
15783,2,3,2,3,2,3,3,3,3,2,2,4,4,3,4,1,2,2,4,4,56
15784,3,4,3,4,1,2,3,4,2,3,3,2,4,4,3,3,3,1,3,3,58
15785,1,2,2,2,2,3,3,2,3,2,1,2,2,3,1,1,3,3,3,2,43
15786,1,2,4,3,3,2,2,3,2,1,3,1,2,2,1,1,2,2,2,3,42
15787,2,2,1,2,1,2,2,1,1,1,2,2,3,2,2,2,1,2,3,1,35
15788,3,3,3,4,2,4,4,3,4,4,2,4,3,3,2,2,3,3,3,3,62
15789,4,3,3,3,4,3,2,4,4,2,4,2,3,2,2,1,3,2,4,3,58
15790,1,2,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,2,1,27
15791,2,3,2,3,2,1,1,1,2,3,2,4,3,1,3,1,1,1,4,2,42
15792,3,2,2,3,4,3,2,1,3,4,1,2,3,2,2,3,4,2,3,4,53
15793,3,3,2,4,2,4,4,2,4,2,2,3,1,4,2,4,3,4,3,2,58
15794,1,3,2,1,1,3,2,2,2,1,2,1,1,2,2,1,2,2,1,2,34
15795,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,76
15796,2,2,2,2,1,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,37
15797,4,4,4,4,4,4,4,4,4,2,4,1,2,4,1,3,4,4,2,4,67
15798,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,3,2,33
15799,2,2,2,2,3,2,2,3,2,2,2,1,1,2,2,1,2,2,1,2,38
15800,2,2,3,2,3,2,3,2,2,2,2,4,1,2,4,2,2,3,3,2,48
15801,2,2,3,2,2,4,3,2,2,3,3,4,2,3,2,2,3,3,3,3,53
15802,3,4,3,4,3,4,4,3,3,4,3,4,4,4,3,4,3,4,4,4,72
15803,2,2,1,4,3,3,4,1,2,4,3,2,2,3,2,3,1,2,2,2,48
15804,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,78
15805,2,4,3,4,2,4,4,2,4,4,2,4,3,4,4,4,3,4,3,4,68
15806,3,3,3,4,2,1,3,2,4,2,2,2,3,2,2,3,3,4,4,1,53
15807,3,4,3,4,4,2,3,2,4,2,3,1,2,3,2,1,3,3,2,4,55
15808,1,2,4,1,2,1,1,1,1,3,2,3,4,1,3,1,1,1,1,3,37
15809,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,24
15810,3,2,2,3,2,3,3,2,4,2,2,3,2,3,2,2,2,3,3,2,50
15811,1,2,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,1,2,3,29
15812,3,3,2,4,3,3,3,4,3,1,2,2,3,2,2,1,4,2,3,4,54
15813,3,3,2,3,2,2,2,2,2,2,3,2,3,2,3,1,2,3,2,4,48
15814,2,4,2,2,2,2,1,2,3,1,2,1,2,1,1,1,1,1,2,3,36
15815,3,4,3,3,4,4,4,3,3,2,2,2,3,3,2,2,4,3,3,3,60
15816,3,2,4,3,3,4,3,3,4,3,2,3,2,3,4,2,4,4,3,3,62
15817,2,3,3,4,2,2,3,2,3,1,1,2,2,3,2,3,3,2,2,2,47
15818,1,2,1,1,1,1,1,1,1,2,1,2,4,1,2,1,1,1,3,1,29
15819,3,4,4,4,4,4,4,3,4,2,4,3,3,4,3,2,4,4,2,3,68
15820,4,4,4,4,4,4,4,4,4,2,4,3,3,3,2,2,4,4,2,3,68
15821,1,2,1,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,28
15822,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,2,4,3,4,4,73
15823,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,4,4,74
15824,1,1,1,2,1,3,1,1,2,1,2,3,2,3,1,3,1,1,2,2,34
15825,2,2,2,2,2,1,3,3,2,1,3,2,2,2,1,1,2,4,3,2,42
15826,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,42
15827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
15828,2,3,3,3,3,3,2,3,3,3,3,2,3,2,2,2,3,2,1,3,51
15829,1,2,2,2,4,1,1,1,2,2,1,4,2,1,2,3,2,2,2,2,39
15830,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,79
15831,4,4,4,4,3,4,4,4,4,2,4,4,1,4,4,1,4,3,4,4,70
15832,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,76
15833,4,2,3,3,2,4,3,4,3,3,3,3,3,3,4,3,4,2,3,2,61
15834,2,2,3,4,3,3,3,3,3,3,2,2,4,3,3,3,2,3,3,3,57
15835,3,4,4,3,4,4,4,4,2,3,3,3,2,4,3,3,4,4,3,3,67
15836,3,2,3,4,3,4,4,3,4,1,2,3,4,3,2,4,3,3,3,2,60
15837,2,4,2,2,2,3,2,3,2,2,3,1,2,2,1,1,3,2,1,4,44
15838,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,74
15839,2,3,1,2,2,1,1,1,4,1,3,1,2,1,1,1,1,1,3,2,34
15840,3,4,4,4,3,4,4,4,3,4,3,3,3,4,3,3,4,4,3,4,71
15841,2,3,2,4,3,4,3,3,4,3,3,4,4,3,4,4,2,2,4,2,63
15842,1,2,3,4,3,4,3,4,4,3,2,2,2,4,3,1,4,4,2,3,58
15843,4,3,4,4,4,4,4,4,4,2,2,2,3,4,2,3,4,4,3,2,66
15844,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,32
15845,2,3,1,3,3,2,1,2,3,2,2,2,3,1,1,2,1,1,1,4,40
15846,1,4,1,1,2,1,1,2,3,2,2,2,2,2,1,1,1,1,3,2,35
15847,2,4,2,3,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,4,41
15848,2,3,4,4,3,4,4,2,3,4,3,1,3,4,1,3,4,4,3,4,63
15849,2,3,2,3,4,2,1,2,2,3,2,3,3,2,3,2,2,1,2,4,48
15850,2,4,2,2,3,4,2,3,2,3,3,3,2,4,3,1,2,2,2,4,53
15851,3,2,3,4,3,4,4,3,3,2,3,2,4,4,2,4,3,4,3,3,63
15852,2,2,2,2,2,4,4,3,2,2,2,1,2,3,1,2,2,2,4,4,48
15853,2,2,1,2,1,1,1,2,2,1,1,3,1,2,2,1,1,1,2,2,31
15854,2,2,2,4,2,3,2,3,2,3,3,2,3,3,2,3,2,2,3,2,50
15855,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,31
15856,4,2,4,4,4,1,4,4,2,2,2,3,3,3,2,3,4,4,3,2,60
15857,1,2,4,3,2,4,4,2,4,4,1,2,4,4,2,2,4,4,2,2,57
15858,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,76
15859,1,2,3,2,4,3,2,4,2,3,3,2,4,2,1,2,1,1,2,3,47
15860,2,2,2,2,1,1,1,2,3,2,2,2,2,1,1,1,1,1,2,3,34
15861,2,2,1,3,2,2,2,2,2,2,2,2,4,1,2,4,2,1,2,3,43
15862,3,2,3,4,2,4,3,2,4,2,2,3,4,4,3,4,4,3,4,3,63
15863,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,42
15864,3,4,3,3,1,4,3,2,2,1,2,3,1,3,3,2,3,3,2,4,52
15865,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,79
15866,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,26
15867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
15868,1,2,1,1,2,1,1,3,1,3,2,2,2,2,3,1,1,1,2,3,35
15869,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,54
15870,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,77
15871,4,2,4,4,4,4,4,3,4,4,4,2,4,4,2,4,4,4,3,4,72
15872,1,4,1,3,1,3,1,1,4,4,2,2,1,2,1,2,1,1,1,3,39
15873,2,3,2,4,2,4,2,1,3,3,1,3,2,2,3,4,2,3,2,2,50
15874,1,1,1,1,2,1,1,2,1,2,2,4,1,1,1,1,1,1,3,2,30
15875,3,4,4,4,4,4,3,2,4,4,3,3,4,4,3,4,4,4,4,2,71
15876,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,77
15877,1,1,2,2,1,1,1,1,1,2,1,3,1,2,1,2,1,1,2,2,29
15878,3,4,2,4,2,3,2,3,4,3,2,3,3,3,3,4,2,2,4,3,59
15879,3,3,2,3,3,3,2,2,3,3,2,3,3,2,1,2,1,1,3,3,48
15880,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,24
15881,2,3,3,4,4,3,2,2,4,4,3,2,2,4,2,4,2,2,4,3,59
15882,3,4,4,4,4,4,4,4,4,2,4,2,3,4,3,2,4,4,3,3,69
15883,2,4,3,2,4,3,2,3,2,4,4,3,4,3,2,3,3,2,3,4,60
15884,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,77
15885,2,1,2,2,2,2,1,2,2,3,2,1,1,2,1,1,2,1,2,3,35
15886,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,25
15887,4,3,3,4,2,4,3,4,3,3,4,3,3,4,3,1,4,4,4,3,66
15888,1,1,1,1,1,2,1,1,2,3,1,2,1,2,2,2,1,1,2,1,29
15889,3,3,2,4,3,2,3,4,3,2,3,2,3,3,2,3,2,4,4,3,58
15890,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,78
15891,2,3,3,4,3,3,3,2,4,4,2,2,2,3,2,2,3,3,2,2,54
15892,3,2,3,1,4,1,1,4,1,1,2,4,1,1,4,1,2,1,3,2,42
15893,2,3,1,1,1,2,1,3,3,3,3,3,3,3,2,2,1,2,3,1,43
15894,4,4,1,4,4,2,3,4,4,3,4,4,4,4,4,4,2,2,4,4,69
15895,4,4,4,4,4,4,4,3,4,4,4,1,1,4,1,1,4,4,1,3,63
15896,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,23
15897,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,3,3,4,4,74
15898,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
15899,3,2,4,3,2,2,1,3,3,2,2,2,1,3,2,2,2,3,2,3,47
15900,2,2,1,1,3,1,1,1,3,2,2,2,3,1,2,2,1,1,2,2,35
15901,3,2,3,2,3,3,2,4,3,2,4,3,2,3,3,2,3,2,3,3,55
15902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
15903,1,2,1,2,1,1,1,1,3,2,2,2,2,2,1,2,1,1,2,3,33
15904,1,3,1,2,1,1,1,2,2,2,3,1,3,2,1,2,2,1,1,1,33
15905,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,78
15906,2,4,3,4,3,2,4,3,4,3,3,4,3,3,3,2,2,2,3,4,61
15907,2,3,4,2,3,4,2,4,2,3,3,2,2,3,2,2,4,3,3,3,56
15908,3,4,4,4,1,1,1,1,4,1,4,1,4,1,4,1,4,1,4,4,52
15909,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,24
15910,1,1,1,1,1,3,1,1,1,2,2,3,1,4,4,1,1,2,1,3,35
15911,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
15912,4,3,2,4,3,4,2,4,4,4,3,2,4,4,2,3,2,2,2,3,61
15913,3,4,2,3,2,4,4,3,4,1,3,2,2,4,4,1,3,3,3,3,58
15914,1,4,3,2,4,2,1,2,3,3,1,2,1,2,1,3,3,2,1,3,44
15915,1,1,1,2,2,4,1,1,4,1,1,4,3,4,3,1,1,1,2,2,40
15916,1,3,2,2,2,3,2,2,2,2,3,2,4,2,3,2,2,2,4,4,49
15917,2,1,4,3,4,2,2,3,3,1,2,3,1,2,3,1,1,2,3,2,45
15918,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,25
15919,1,1,1,2,4,3,1,2,1,2,2,4,2,1,4,1,1,1,3,1,38
15920,3,2,2,4,1,3,2,4,4,1,2,3,3,2,1,4,3,2,4,4,54
15921,3,4,4,4,3,4,3,4,4,3,3,2,3,4,1,2,2,3,2,4,62
15922,1,2,1,2,2,3,2,2,2,1,2,1,2,2,1,2,1,2,2,2,35
15923,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,3,4,4,4,4,75
15924,1,4,4,3,4,1,1,2,1,2,2,1,4,4,1,4,4,1,4,4,52
15925,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
15926,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,3,2,27
15927,2,3,1,4,1,1,1,2,4,1,2,2,1,2,4,1,1,1,3,2,39
15928,2,4,4,2,3,2,2,4,3,3,3,3,3,1,2,1,2,1,3,3,51
15929,1,3,2,3,1,2,1,2,2,4,1,4,2,2,3,2,1,2,3,3,44
15930,3,4,4,4,4,4,4,3,3,4,3,4,2,4,3,4,4,4,3,4,72
15931,2,3,4,4,3,4,4,3,1,3,3,3,3,4,3,3,4,4,2,3,63
15932,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,41
15933,2,2,2,4,2,1,1,4,3,1,3,3,3,2,2,2,1,1,1,2,42
15934,3,3,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,61
15935,2,4,3,4,3,4,4,2,4,3,2,3,4,4,4,4,3,4,3,3,67
15936,4,4,2,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,73
15937,2,3,2,3,2,3,2,2,4,2,2,3,3,4,1,2,2,3,3,3,51
15938,2,2,2,4,3,4,2,3,3,3,2,2,2,4,2,3,3,4,3,4,57
15939,2,1,4,4,4,2,4,4,1,4,4,1,2,2,1,1,4,4,1,4,54
15940,2,2,3,3,2,3,4,2,3,2,2,3,4,3,2,2,3,4,4,3,56
15941,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,76
15942,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,3,4,4,4,3,73
15943,2,3,2,2,2,1,1,2,2,2,3,2,3,1,2,1,2,1,2,3,39
15944,1,3,1,2,1,2,2,2,1,2,1,1,2,2,3,2,2,2,3,4,39
15945,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,3,2,1,2,39
15946,1,2,2,3,2,1,3,2,2,2,1,3,3,2,4,3,2,4,3,2,47
15947,4,4,4,4,4,4,4,3,3,3,3,4,2,4,4,2,4,4,4,3,71
15948,2,2,3,3,3,4,3,3,3,3,3,3,3,4,2,2,3,3,2,4,58
15949,1,4,2,2,2,3,2,2,2,2,1,3,2,2,2,1,3,2,4,4,46
15950,4,4,4,4,4,4,4,4,3,3,3,2,3,4,3,4,4,4,3,3,71
15951,4,4,4,4,2,4,2,2,4,3,2,2,2,4,2,2,4,4,2,4,61
15952,2,3,3,3,2,2,2,1,2,3,2,1,1,3,1,1,4,2,1,2,41
15953,4,3,4,4,2,4,4,4,4,2,4,4,3,4,4,3,3,4,3,3,70
15954,2,2,2,2,2,4,2,2,2,3,2,2,2,4,2,2,4,3,2,4,50
15955,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,76
15956,1,1,1,1,2,1,1,1,1,4,2,2,3,1,2,4,1,1,1,3,34
15957,1,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,3,4,42
15958,3,3,1,4,2,4,4,1,4,4,3,4,4,4,2,4,4,4,4,1,64
